Store_ID,Product_ID,Product_Name,Category,recommended_order_qty,Best_Supplier_ID,Best_Supplier_Name,Best_Supplier_Price,Selling_Price,procurement_cost,expected_revenue,holding_cost_est,expected_profit
BST-015,PROD-019,Onion (Pyaz),Vegetables & Fruits,244,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,7808.0,10248.0,156.16,2283.84
BST-024,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",72,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,8280.0,10728.0,165.6,2282.4
BST-082,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",72,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,8280.0,10728.0,165.6,2282.4
BST-014,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",248,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,9920.0,12400.0,198.4,2281.6
BST-093,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,35,SUP-018-A,Nayasa Household Plastics,200.0,269.0,7000.0,9415.0,140.0,2275.0
BST-060,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",154,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,9856.0,12320.0,197.12,2266.88
BST-084,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,112,SUP-004-A,Haldiram Packers Limited,88.0,110.0,9856.0,12320.0,197.12,2266.88
BST-059,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,239,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6692.0,9082.0,133.84,2256.16
BST-046,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,239,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6692.0,9082.0,133.84,2256.16
BST-056,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,161,SUP-008-A,Real Beverages India,50.0,65.0,8050.0,10465.0,161.0,2254.0
BST-086,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,161,SUP-008-A,Real Beverages India,50.0,65.0,8050.0,10465.0,161.0,2254.0
BST-087,PROD-023,Wrigley's Doublemint Peppermint Chewy Mint Candies,Sweets & Chocolates,242,SUP-023-A,Parle Confectioners,35.0,45.0,8470.0,10890.0,169.4,2250.6
BST-063,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,65,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,7800.0,10205.0,156.0,2249.0
BST-083,PROD-019,Onion (Pyaz),Vegetables & Fruits,240,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,7680.0,10080.0,153.6,2246.4
BST-096,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",57,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,7410.0,9804.0,148.20000000000002,2245.8
BST-041,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",57,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,7410.0,9804.0,148.20000000000002,2245.8
BST-024,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",57,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,7410.0,9804.0,148.20000000000002,2245.8
BST-096,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",152,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,9728.0,12160.0,194.56,2237.44
BST-071,PROD-019,Onion (Pyaz),Vegetables & Fruits,239,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,7648.0,10038.0,152.96,2237.04
BST-013,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",243,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,9720.0,12150.0,194.4,2235.6
BST-061,PROD-020,Potato (Aloo),Vegetables & Fruits,481,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,8658.0,11063.0,173.16,2231.84
BST-048,PROD-020,Potato (Aloo),Vegetables & Fruits,481,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,8658.0,11063.0,173.16,2231.84
BST-080,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",151,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,9664.0,12080.0,193.28,2222.72
BST-017,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",70,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,8050.0,10430.0,161.0,2219.0
BST-060,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,197,SUP-022-A,Parle Confectioners,38.0,50.0,7486.0,9850.0,149.72,2214.28
BST-093,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",295,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7375.0,9735.0,147.5,2212.5
BST-048,PROD-028,MTR Gulab Jamun Mix,Instant Food,67,SUP-028-A,MTR Food Packers,100.0,135.0,6700.0,9045.0,134.0,2211.0
BST-002,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,34,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6800.0,9146.0,136.0,2210.0
BST-083,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,34,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6800.0,9146.0,136.0,2210.0
BST-068,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,34,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6800.0,9146.0,136.0,2210.0
BST-086,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",150,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,9600.0,12000.0,192.0,2208.0
BST-076,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",51,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,7140.0,9486.0,142.8,2203.2
BST-083,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,233,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6524.0,8854.0,130.48,2199.52
BST-030,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,217,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9548.0,11935.0,190.96,2196.04
BST-058,PROD-019,Onion (Pyaz),Vegetables & Fruits,234,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,7488.0,9828.0,149.76,2190.24
BST-070,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,232,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6496.0,8816.0,129.92000000000002,2190.08
BST-099,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",292,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7300.0,9636.0,146.0,2190.0
BST-069,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,108,SUP-004-A,Haldiram Packers Limited,88.0,110.0,9504.0,11880.0,190.08,2185.92
BST-042,PROD-020,Potato (Aloo),Vegetables & Fruits,471,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,8478.0,10833.0,169.56,2185.44
BST-055,PROD-009,Real Activ 100% Tender Coconut Water,Drinks & Juices,194,SUP-009-A,Real Beverages India,38.0,50.0,7372.0,9700.0,147.44,2180.56
BST-083,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,63,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,7560.0,9891.0,151.20000000000002,2179.8
BST-050,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,63,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,7560.0,9891.0,151.20000000000002,2179.8
BST-074,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",290,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7250.0,9570.0,145.0,2175.0
BST-044,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",290,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7250.0,9570.0,145.0,2175.0
BST-079,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",55,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,7150.0,9460.0,143.0,2167.0
BST-012,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,214,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9416.0,11770.0,188.32,2165.68
BST-061,PROD-006,Haldiram's Lite Mixture Namkeen,Chips & Namkeen,294,SUP-006-A,Haldiram Packers Limited,32.0,40.0,9408.0,11760.0,188.16,2163.84
BST-031,PROD-019,Onion (Pyaz),Vegetables & Fruits,231,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,7392.0,9702.0,147.84,2162.16
BST-021,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,229,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6412.0,8702.0,128.24,2161.76
BST-015,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,229,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6412.0,8702.0,128.24,2161.76
BST-074,PROD-020,Potato (Aloo),Vegetables & Fruits,465,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,8370.0,10695.0,167.4,2157.6
BST-050,PROD-019,Onion (Pyaz),Vegetables & Fruits,230,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,7360.0,9660.0,147.20000000000002,2152.8
BST-068,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",287,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7175.0,9471.0,143.5,2152.5
BST-065,PROD-020,Potato (Aloo),Vegetables & Fruits,463,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,8334.0,10649.0,166.68,2148.32
BST-036,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,62,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,7440.0,9734.0,148.8,2145.2
BST-014,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,33,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6600.0,8877.0,132.0,2145.0
BST-093,PROD-020,Potato (Aloo),Vegetables & Fruits,462,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,8316.0,10626.0,166.32,2143.68
BST-025,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,227,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6356.0,8626.0,127.12,2142.88
BST-053,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",285,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7125.0,9405.0,142.5,2137.5
BST-066,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,211,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9284.0,11605.0,185.68,2135.32
BST-018,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,211,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9284.0,11605.0,185.68,2135.32
BST-039,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",284,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7100.0,9372.0,142.0,2130.0
BST-091,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,210,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9240.0,11550.0,184.8,2125.2
BST-016,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,105,SUP-004-A,Haldiram Packers Limited,88.0,110.0,9240.0,11550.0,184.8,2125.2
BST-011,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",231,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,9240.0,11550.0,184.8,2125.2
BST-089,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,210,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9240.0,11550.0,184.8,2125.2
BST-078,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,210,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9240.0,11550.0,184.8,2125.2
BST-032,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,105,SUP-004-A,Haldiram Packers Limited,88.0,110.0,9240.0,11550.0,184.8,2125.2
BST-089,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",67,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,7705.0,9983.0,154.1,2123.9
BST-024,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",144,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,9216.0,11520.0,184.32,2119.68
BST-085,PROD-012,Nestea Ice Tea Premix - Lemon Flavour,"Tea, Coffee & Milk Drinks",49,SUP-012-A,Chaayos Tea Premixers,140.0,186.0,6860.0,9114.0,137.20000000000002,2116.8
BST-068,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",230,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,9200.0,11500.0,184.0,2116.0
BST-041,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,209,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9196.0,11495.0,183.92000000000002,2115.08
BST-086,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",282,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7050.0,9306.0,141.0,2115.0
BST-080,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",282,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7050.0,9306.0,141.0,2115.0
BST-070,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,188,SUP-022-A,Parle Confectioners,38.0,50.0,7144.0,9400.0,142.88,2113.12
BST-060,PROD-028,MTR Gulab Jamun Mix,Instant Food,64,SUP-028-A,MTR Food Packers,100.0,135.0,6400.0,8640.0,128.0,2112.0
BST-044,PROD-028,MTR Gulab Jamun Mix,Instant Food,64,SUP-028-A,MTR Food Packers,100.0,135.0,6400.0,8640.0,128.0,2112.0
BST-099,PROD-028,MTR Gulab Jamun Mix,Instant Food,64,SUP-028-A,MTR Food Packers,100.0,135.0,6400.0,8640.0,128.0,2112.0
BST-092,PROD-025,Kellogg's Original Corn Flakes,Dry Fruits & Cereals,91,SUP-025-A,Kellogg Cereal Packers,90.0,115.0,8190.0,10465.0,163.8,2111.2
BST-022,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",281,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,7025.0,9273.0,140.5,2107.5
BST-008,PROD-019,Onion (Pyaz),Vegetables & Fruits,225,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,7200.0,9450.0,144.0,2106.0
BST-037,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,223,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6244.0,8474.0,124.88000000000001,2105.12
BST-066,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,150,SUP-008-A,Real Beverages India,50.0,65.0,7500.0,9750.0,150.0,2100.0
BST-079,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",142,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,9088.0,11360.0,181.76,2090.24
BST-095,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",142,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,9088.0,11360.0,181.76,2090.24
BST-086,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",227,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,9080.0,11350.0,181.6,2088.4
BST-077,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,221,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6188.0,8398.0,123.76,2086.24
BST-004,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,221,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6188.0,8398.0,123.76,2086.24
BST-081,PROD-021,Hybrid Tomato (Tamatar),Vegetables & Fruits,221,SUP-021-A,Safal Fresh Greens Delhi,28.0,38.0,6188.0,8398.0,123.76,2086.24
BST-080,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,149,SUP-008-A,Real Beverages India,50.0,65.0,7450.0,9685.0,149.0,2086.0
BST-015,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,206,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9064.0,11330.0,181.28,2084.72
BST-063,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,206,SUP-005-A,Haldiram Packers Limited,44.0,55.0,9064.0,11330.0,181.28,2084.72
BST-011,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,32,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6400.0,8608.0,128.0,2080.0
BST-048,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",226,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,9040.0,11300.0,180.8,2079.2
BST-002,PROD-020,Potato (Aloo),Vegetables & Fruits,448,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,8064.0,10304.0,161.28,2078.72
BST-093,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",225,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,9000.0,11250.0,180.0,2070.0
BST-037,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,184,SUP-022-A,Parle Confectioners,38.0,50.0,6992.0,9200.0,139.84,2068.16
BST-068,PROD-009,Real Activ 100% Tender Coconut Water,Drinks & Juices,184,SUP-009-A,Real Beverages India,38.0,50.0,6992.0,9200.0,139.84,2068.16
BST-082,PROD-025,Kellogg's Original Corn Flakes,Dry Fruits & Cereals,89,SUP-025-A,Kellogg Cereal Packers,90.0,115.0,8010.0,10235.0,160.20000000000002,2064.8
BST-057,PROD-004,Haldiram's Aloo Bhujia,Chips & Namkeen,102,SUP-004-A,Haldiram Packers Limited,88.0,110.0,8976.0,11220.0,179.52,2064.48
BST-017,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",140,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,8960.0,11200.0,179.20000000000002,2060.8
BST-099,PROD-007,Yu 100% Natural Coconut Water,Drinks & Juices,200,SUP-007-A,Real Beverages India,35.0,46.0,7000.0,9200.0,140.0,2060.0
BST-089,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,183,SUP-022-A,Parle Confectioners,38.0,50.0,6954.0,9150.0,139.08,2056.92
BST-059,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",52,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,6760.0,8944.0,135.2,2048.8
BST-082,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",222,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,8880.0,11100.0,177.6,2042.4
BST-054,PROD-006,Haldiram's Lite Mixture Namkeen,Chips & Namkeen,277,SUP-006-A,Haldiram Packers Limited,32.0,40.0,8864.0,11080.0,177.28,2038.72
BST-089,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",138,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,8832.0,11040.0,176.64000000000001,2031.36
BST-070,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",138,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,8832.0,11040.0,176.64000000000001,2031.36
BST-034,PROD-006,Haldiram's Lite Mixture Namkeen,Chips & Namkeen,276,SUP-006-A,Haldiram Packers Limited,32.0,40.0,8832.0,11040.0,176.64000000000001,2031.36
BST-097,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",138,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,8832.0,11040.0,176.64000000000001,2031.36
BST-066,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",138,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,8832.0,11040.0,176.64000000000001,2031.36
BST-004,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",64,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,7360.0,9536.0,147.20000000000002,2028.8
BST-077,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,200,SUP-005-A,Haldiram Packers Limited,44.0,55.0,8800.0,11000.0,176.0,2024.0
BST-023,PROD-019,Onion (Pyaz),Vegetables & Fruits,216,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,6912.0,9072.0,138.24,2021.76
BST-099,PROD-025,Kellogg's Original Corn Flakes,Dry Fruits & Cereals,87,SUP-025-A,Kellogg Cereal Packers,90.0,115.0,7830.0,10005.0,156.6,2018.4
BST-093,PROD-025,Kellogg's Original Corn Flakes,Dry Fruits & Cereals,87,SUP-025-A,Kellogg Cereal Packers,90.0,115.0,7830.0,10005.0,156.6,2018.4
BST-087,PROD-024,Orbit Mixed Fruit Flavour Chewing Gum (Sugar Free),Sweets & Chocolates,217,SUP-024-A,Parle Confectioners,35.0,45.0,7595.0,9765.0,151.9,2018.1
BST-014,PROD-023,Wrigley's Doublemint Peppermint Chewy Mint Candies,Sweets & Chocolates,217,SUP-023-A,Parle Confectioners,35.0,45.0,7595.0,9765.0,151.9,2018.1
BST-082,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",269,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,6725.0,8877.0,134.5,2017.5
BST-096,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",269,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,6725.0,8877.0,134.5,2017.5
BST-091,PROD-003,iD Idli & Dosa Batter - 1 kg,"Dairy, Bread & Eggs",137,SUP-003-A,Modern Bakeries Delhi,64.0,80.0,8768.0,10960.0,175.36,2016.6399999999999
BST-030,PROD-008,Raw Pressery Coconut Water,Drinks & Juices,144,SUP-008-A,Real Beverages India,50.0,65.0,7200.0,9360.0,144.0,2016.0
BST-015,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,31,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6200.0,8339.0,124.0,2015.0
BST-080,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,31,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6200.0,8339.0,124.0,2015.0
BST-022,PROD-018,Homestrap Plastic Cloth Hanger Set (Black),Home & Lifestyle,31,SUP-018-A,Nayasa Household Plastics,200.0,269.0,6200.0,8339.0,124.0,2015.0
BST-039,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",219,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,8760.0,10950.0,175.20000000000002,2014.8
BST-094,PROD-019,Onion (Pyaz),Vegetables & Fruits,215,SUP-019-A,Safal Fresh Greens Delhi,32.0,42.0,6880.0,9030.0,137.6,2012.4
BST-078,PROD-010,Lipton Honey Lemon Green Tea Bags,"Tea, Coffee & Milk Drinks",51,SUP-010-A,Chaayos Tea Premixers,130.0,172.0,6630.0,8772.0,132.6,2009.4
BST-047,PROD-026,Kellogg's Multigrain Chocos Crunchy Bites Kids Cereal,Dry Fruits & Cereals,58,SUP-026-A,Kellogg Cereal Packers,120.0,157.0,6960.0,9106.0,139.20000000000002,2006.8
BST-060,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",267,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,6675.0,8811.0,133.5,2002.5
BST-047,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,178,SUP-022-A,Parle Confectioners,38.0,50.0,6764.0,8900.0,135.28,2000.72
BST-030,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,178,SUP-022-A,Parle Confectioners,38.0,50.0,6764.0,8900.0,135.28,2000.72
BST-041,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",63,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,7245.0,9387.0,144.9,1997.1
BST-018,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",63,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,7245.0,9387.0,144.9,1997.1
BST-074,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",217,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,8680.0,10850.0,173.6,1996.4
BST-024,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",266,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,6650.0,8778.0,133.0,1995.0
BST-021,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,197,SUP-005-A,Haldiram Packers Limited,44.0,55.0,8668.0,10835.0,173.36,1993.6399999999999
BST-099,PROD-009,Real Activ 100% Tender Coconut Water,Drinks & Juices,177,SUP-009-A,Real Beverages India,38.0,50.0,6726.0,8850.0,134.52,1989.48
BST-017,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",265,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,6625.0,8745.0,132.5,1987.5
BST-033,PROD-006,Haldiram's Lite Mixture Namkeen,Chips & Namkeen,270,SUP-006-A,Haldiram Packers Limited,32.0,40.0,8640.0,10800.0,172.8,1987.2
BST-044,PROD-001,English Oven Milk Bread,"Dairy, Bread & Eggs",216,SUP-001-A,Modern Bakeries Delhi,40.0,50.0,8640.0,10800.0,172.8,1987.2
BST-027,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,196,SUP-005-A,Haldiram Packers Limited,44.0,55.0,8624.0,10780.0,172.48,1983.52
BST-050,PROD-005,Haldiram's Punjabi Tadka Namkeen Snacks,Chips & Namkeen,196,SUP-005-A,Haldiram Packers Limited,44.0,55.0,8624.0,10780.0,172.48,1983.52
BST-095,PROD-028,MTR Gulab Jamun Mix,Instant Food,60,SUP-028-A,MTR Food Packers,100.0,135.0,6000.0,8100.0,120.0,1980.0
BST-024,PROD-028,MTR Gulab Jamun Mix,Instant Food,60,SUP-028-A,MTR Food Packers,100.0,135.0,6000.0,8100.0,120.0,1980.0
BST-078,PROD-022,Parle Melody Bigger Chocolaty Toffee,Sweets & Chocolates,176,SUP-022-A,Parle Confectioners,38.0,50.0,6688.0,8800.0,133.76,1978.24
BST-022,PROD-007,Yu 100% Natural Coconut Water,Drinks & Juices,192,SUP-007-A,Real Beverages India,35.0,46.0,6720.0,8832.0,134.4,1977.6
BST-068,PROD-007,Yu 100% Natural Coconut Water,Drinks & Juices,192,SUP-007-A,Real Beverages India,35.0,46.0,6720.0,8832.0,134.4,1977.6
BST-013,PROD-020,Potato (Aloo),Vegetables & Fruits,425,SUP-020-A,Safal Fresh Greens Delhi,18.0,23.0,7650.0,9775.0,153.0,1972.0
BST-060,PROD-025,Kellogg's Original Corn Flakes,Dry Fruits & Cereals,85,SUP-025-A,Kellogg Cereal Packers,90.0,115.0,7650.0,9775.0,153.0,1972.0
BST-077,PROD-011,Chaayos Masala Instant Tea Premix Regular Sugar,"Tea, Coffee & Milk Drinks",62,SUP-011-A,Chaayos Tea Premixers,115.0,149.0,7130.0,9238.0,142.6,1965.4
BST-011,PROD-002,Bonn White Bread,"Dairy, Bread & Eggs",262,SUP-002-A,Modern Bakeries Delhi,25.0,33.0,6550.0,8646.0,131.0,1965.0
