Store_ID,Product_ID,Current_Stock,Reserved_Stock,Safety_Stock,Maximum_Capacity
BST-021,PROD-017,12,4,4,52
BST-021,PROD-018,15,0,4,52
BST-021,PROD-019,65,5,10,273
BST-021,PROD-020,55,5,12,343
BST-021,PROD-021,19,5,9,248
BST-021,PROD-022,29,0,7,192
BST-021,PROD-023,10,2,6,164
BST-021,PROD-024,21,5,5,136
BST-021,PROD-025,29,1,4,84
BST-021,PROD-026,10,1,4,70
BST-021,PROD-027,14,3,4,56
BST-021,PROD-028,4,4,4,56
BST-021,PROD-029,14,0,4,52
BST-021,PROD-030,17,0,4,56
BST-021,PROD-031,14,1,4,52
BST-021,PROD-032,17,4,4,52
BST-021,PROD-033,17,3,4,52
BST-021,PROD-034,13,0,4,52
BST-021,PROD-035,39,1,4,52
BST-022,PROD-001,47,1,9,252
BST-022,PROD-002,41,5,11,322
BST-022,PROD-003,20,1,6,178
BST-022,PROD-004,33,2,8,214
BST-022,PROD-005,43,3,9,270
BST-022,PROD-006,35,1,8,231
BST-022,PROD-007,11,4,8,214
BST-022,PROD-008,27,1,6,178
BST-022,PROD-009,18,3,7,196
BST-022,PROD-010,9,5,4,70
BST-022,PROD-011,10,3,4,91
BST-022,PROD-012,16,3,4,108
BST-022,PROD-013,23,0,4,108
BST-022,PROD-014,39,4,5,144
BST-022,PROD-015,12,5,4,70
BST-022,PROD-016,19,4,4,52
BST-022,PROD-017,16,3,4,52
BST-022,PROD-018,11,5,4,52
BST-022,PROD-019,18,4,13,357
BST-022,PROD-020,37,2,16,448
BST-022,PROD-021,85,4,11,322
BST-022,PROD-022,14,2,9,252
BST-022,PROD-023,56,3,8,214
BST-022,PROD-024,14,2,6,178
BST-022,PROD-025,17,1,4,108
BST-022,PROD-026,21,1,4,91
BST-022,PROD-027,14,5,4,70
BST-022,PROD-028,20,1,4,70
BST-022,PROD-029,6,4,4,52
BST-022,PROD-030,20,5,4,70
BST-022,PROD-031,13,3,4,52
BST-022,PROD-032,10,0,4,52
BST-022,PROD-033,14,1,4,52
BST-022,PROD-034,13,5,4,52
BST-022,PROD-035,39,2,4,52
BST-023,PROD-001,23,2,6,164
BST-023,PROD-002,24,2,7,210
BST-023,PROD-003,22,0,4,116
BST-023,PROD-004,0,0,5,140
BST-023,PROD-005,0,0,6,175
BST-023,PROD-006,0,0,5,150
BST-023,PROD-007,8,5,5,140
BST-023,PROD-008,0,0,4,116
BST-023,PROD-009,11,2,5,130
BST-023,PROD-010,16,2,4,52
BST-023,PROD-011,17,5,4,60
BST-023,PROD-012,12,4,4,70
BST-023,PROD-013,9,4,4,70
BST-023,PROD-014,13,5,4,94
BST-023,PROD-015,16,3,4,52
BST-023,PROD-016,6,4,4,52
BST-023,PROD-017,13,3,4,52
BST-023,PROD-018,17,5,4,52
BST-023,PROD-019,18,1,8,234
BST-023,PROD-020,74,4,10,290
BST-023,PROD-021,38,3,7,210
BST-023,PROD-022,38,1,6,164
BST-023,PROD-023,33,3,5,140
BST-023,PROD-024,6,3,4,116
BST-023,PROD-025,21,0,4,70
BST-023,PROD-026,14,5,4,60
BST-023,PROD-027,17,5,4,52
BST-023,PROD-028,12,0,4,52
BST-023,PROD-029,13,0,4,52
BST-023,PROD-030,16,0,4,52
BST-023,PROD-031,7,5,4,52
BST-023,PROD-032,7,1,4,52
BST-023,PROD-033,14,5,4,52
BST-023,PROD-034,13,3,4,52
BST-023,PROD-035,39,5,4,52
BST-024,PROD-001,47,1,8,238
BST-024,PROD-002,42,1,11,308
BST-024,PROD-003,28,3,6,172
BST-024,PROD-004,4,1,7,206
BST-024,PROD-005,27,0,9,256
BST-024,PROD-006,7,0,8,220
BST-024,PROD-007,47,4,7,206
BST-024,PROD-008,21,2,6,172
BST-024,PROD-009,55,3,7,189
BST-024,PROD-010,7,1,4,70
BST-024,PROD-011,9,0,4,84
BST-024,PROD-012,11,2,4,102
BST-024,PROD-013,17,4,4,102
BST-024,PROD-014,43,1,5,136
BST-024,PROD-015,25,4,4,70
BST-024,PROD-016,6,0,4,52
BST-024,PROD-017,13,5,4,52
BST-024,PROD-018,15,2,4,52
BST-024,PROD-019,64,5,12,343
BST-024,PROD-020,78,0,15,427
BST-024,PROD-021,61,1,11,308
BST-024,PROD-022,15,0,8,238
BST-024,PROD-023,48,5,7,206
BST-024,PROD-024,27,2,6,172
BST-024,PROD-025,20,1,4,102
BST-024,PROD-026,10,2,4,84
BST-024,PROD-027,24,0,4,70
BST-024,PROD-028,6,1,4,70
BST-024,PROD-029,5,3,4,52
BST-024,PROD-030,14,5,4,70
BST-024,PROD-031,11,0,4,52
BST-024,PROD-032,9,3,4,52
BST-024,PROD-033,4,2,4,52
BST-024,PROD-034,13,0,4,52
BST-024,PROD-035,39,3,4,52
BST-025,PROD-001,22,0,7,210
BST-025,PROD-002,38,2,9,270
BST-025,PROD-003,19,1,5,150
BST-025,PROD-004,2,0,6,178
BST-025,PROD-005,19,0,8,224
BST-025,PROD-006,10,5,7,192
BST-025,PROD-007,21,1,6,178
BST-025,PROD-008,18,0,5,150
BST-025,PROD-009,51,4,6,164
BST-025,PROD-010,19,0,4,60
BST-025,PROD-011,15,5,4,74
BST-025,PROD-012,29,1,4,91
BST-025,PROD-013,21,0,4,91
BST-025,PROD-014,31,2,4,119
BST-025,PROD-015,6,4,4,60
BST-025,PROD-016,6,3,4,52
BST-025,PROD-017,16,1,4,52
BST-025,PROD-018,13,4,4,52
BST-025,PROD-019,0,0,11,298
BST-025,PROD-020,17,1,13,374
BST-025,PROD-021,43,2,9,270
BST-025,PROD-022,38,2,7,210
BST-025,PROD-023,42,3,6,178
BST-025,PROD-024,25,5,5,150
BST-025,PROD-025,16,3,4,91
BST-025,PROD-026,12,3,4,74
BST-025,PROD-027,15,5,4,60
BST-025,PROD-028,4,0,4,60
BST-025,PROD-029,6,3,4,52
BST-025,PROD-030,17,4,4,60
BST-025,PROD-031,14,1,4,52
BST-025,PROD-032,17,2,4,52
BST-025,PROD-033,8,1,4,52
BST-025,PROD-034,13,3,4,52
BST-025,PROD-035,39,4,4,52
BST-026,PROD-001,10,1,4,102
BST-026,PROD-002,17,1,5,130
BST-026,PROD-003,14,4,4,74
BST-026,PROD-004,0,0,4,88
BST-026,PROD-005,0,0,4,108
BST-026,PROD-006,0,0,4,94
BST-026,PROD-007,12,5,4,88
BST-026,PROD-008,11,1,4,74
BST-026,PROD-009,17,3,4,80
BST-026,PROD-010,9,4,4,52
BST-026,PROD-011,10,4,4,52
BST-026,PROD-012,16,4,4,52
BST-026,PROD-013,10,1,4,52
BST-026,PROD-014,5,3,4,60
BST-026,PROD-015,1,0,4,52
BST-026,PROD-016,12,5,4,52
BST-026,PROD-017,13,4,4,52
BST-026,PROD-018,13,2,4,52
BST-026,PROD-019,43,2,5,147
BST-026,PROD-020,41,3,6,182
BST-026,PROD-021,32,2,5,130
BST-026,PROD-022,20,3,4,102
BST-026,PROD-023,28,2,4,88
BST-026,PROD-024,9,3,4,74
BST-026,PROD-025,13,3,4,52
BST-026,PROD-026,16,4,4,52
BST-026,PROD-027,9,2,4,52
BST-026,PROD-028,16,5,4,52
BST-026,PROD-029,5,1,4,52
BST-026,PROD-030,10,2,4,52
BST-026,PROD-031,12,1,4,52
BST-026,PROD-032,14,3,4,52
BST-026,PROD-033,13,2,4,52
BST-026,PROD-034,13,5,4,52
BST-026,PROD-035,39,0,4,52
BST-027,PROD-001,24,2,6,182
BST-027,PROD-002,53,1,8,234
BST-027,PROD-003,24,5,5,130
BST-027,PROD-004,100,0,5,154
BST-027,PROD-005,0,0,7,196
BST-027,PROD-006,0,0,6,168
BST-027,PROD-007,20,4,5,154
BST-027,PROD-008,19,1,5,130
BST-027,PROD-009,0,0,5,144
BST-027,PROD-010,17,5,4,52
BST-027,PROD-011,6,3,4,66
BST-027,PROD-012,12,1,4,77
BST-027,PROD-013,14,1,4,77
BST-027,PROD-014,24,2,4,105
BST-027,PROD-015,3,2,4,52
BST-027,PROD-016,3,3,4,52
BST-027,PROD-017,13,5,4,52
BST-027,PROD-018,12,2,4,52
BST-027,PROD-019,7,0,9,259
BST-027,PROD-020,76,4,11,326
BST-027,PROD-021,26,4,8,234
BST-027,PROD-022,26,1,6,182
BST-027,PROD-023,43,2,5,154
BST-027,PROD-024,21,1,5,130
BST-027,PROD-025,4,4,4,77
BST-027,PROD-026,13,0,4,66
BST-027,PROD-027,13,4,4,52
BST-027,PROD-028,17,4,4,52
BST-027,PROD-029,9,5,4,52
BST-027,PROD-030,6,2,4,52
BST-027,PROD-031,14,0,4,52
BST-027,PROD-032,14,0,4,52
BST-027,PROD-033,13,4,4,52
BST-027,PROD-034,13,1,4,52
BST-027,PROD-035,39,2,4,52
BST-028,PROD-001,9,5,6,175
BST-028,PROD-002,40,3,8,224
BST-028,PROD-003,30,1,4,122
BST-028,PROD-004,0,0,5,147
BST-028,PROD-005,0,0,7,186
BST-028,PROD-006,0,0,6,161
BST-028,PROD-007,16,4,5,147
BST-028,PROD-008,0,0,4,122
BST-028,PROD-009,8,2,5,136
BST-028,PROD-010,4,2,4,52
BST-028,PROD-011,19,3,4,63
BST-028,PROD-012,20,1,4,74
BST-028,PROD-013,10,0,4,74
BST-028,PROD-014,10,3,4,98
BST-028,PROD-015,18,0,4,52
BST-028,PROD-016,9,3,4,52
BST-028,PROD-017,13,1,4,52
BST-028,PROD-018,8,0,4,52
BST-028,PROD-019,33,3,9,248
BST-028,PROD-020,39,5,11,312
BST-028,PROD-021,31,0,8,224
BST-028,PROD-022,31,1,6,175
BST-028,PROD-023,42,5,5,147
BST-028,PROD-024,32,1,4,122
BST-028,PROD-025,11,1,4,74
BST-028,PROD-026,16,4,4,63
BST-028,PROD-027,15,1,4,52
BST-028,PROD-028,7,2,4,52
BST-028,PROD-029,6,4,4,52
BST-028,PROD-030,8,3,4,52
BST-028,PROD-031,12,5,4,52
BST-028,PROD-032,16,1,4,52
BST-028,PROD-033,14,1,4,52
BST-028,PROD-034,13,5,4,52
BST-028,PROD-035,39,0,4,52
BST-029,PROD-001,7,2,5,147
BST-029,PROD-002,38,4,7,189
BST-029,PROD-003,10,0,4,105
BST-029,PROD-004,0,0,4,126
BST-029,PROD-005,0,0,6,158
BST-029,PROD-006,0,0,5,136
BST-029,PROD-007,15,5,4,126
BST-029,PROD-008,19,1,4,105
BST-029,PROD-009,15,5,4,116
BST-029,PROD-010,5,4,4,52
BST-029,PROD-011,16,3,4,52
BST-029,PROD-012,6,5,4,63
BST-029,PROD-013,11,0,4,63
BST-029,PROD-014,5,1,4,84
BST-029,PROD-015,4,1,4,52
BST-029,PROD-016,3,0,4,52
BST-029,PROD-017,13,4,4,52
BST-029,PROD-018,6,0,4,52
BST-029,PROD-019,19,1,7,210
BST-029,PROD-020,55,2,9,262
BST-029,PROD-021,16,0,7,189
BST-029,PROD-022,21,2,5,147
BST-029,PROD-023,30,2,4,126
BST-029,PROD-024,11,2,4,105
BST-029,PROD-025,5,3,4,63
BST-029,PROD-026,7,0,4,52
BST-029,PROD-027,8,0,4,52
BST-029,PROD-028,10,5,4,52
BST-029,PROD-029,16,1,4,52
BST-029,PROD-030,10,4,4,52
BST-029,PROD-031,7,3,4,52
BST-029,PROD-032,10,0,4,52
BST-029,PROD-033,5,2,4,52
BST-029,PROD-034,13,0,4,52
BST-029,PROD-035,39,3,4,52
BST-030,PROD-001,2,2,7,200
BST-030,PROD-002,39,1,9,259
BST-030,PROD-003,34,3,5,144
BST-030,PROD-004,0,0,6,172
BST-030,PROD-005,0,0,8,217
BST-030,PROD-006,0,0,7,186
BST-030,PROD-007,0,0,6,172
BST-030,PROD-008,0,0,5,144
BST-030,PROD-009,0,0,6,158
BST-030,PROD-010,9,1,4,56
BST-030,PROD-011,20,2,4,74
BST-030,PROD-012,2,2,4,88
BST-030,PROD-013,20,3,4,88
BST-030,PROD-014,10,3,4,116
BST-030,PROD-015,16,1,4,56
BST-030,PROD-016,3,3,4,52
BST-030,PROD-017,4,4,4,52
BST-030,PROD-018,11,5,4,52
BST-030,PROD-019,85,2,10,287
BST-030,PROD-020,101,4,13,360
BST-030,PROD-021,60,1,9,259
BST-030,PROD-022,22,4,7,200
BST-030,PROD-023,19,1,6,172
BST-030,PROD-024,10,3,5,144
BST-030,PROD-025,20,5,4,88
BST-030,PROD-026,23,1,4,74
BST-030,PROD-027,3,3,4,56
BST-030,PROD-028,11,3,4,56
BST-030,PROD-029,9,2,4,52
BST-030,PROD-030,8,3,4,56
BST-030,PROD-031,7,0,4,52
BST-030,PROD-032,7,1,4,52
BST-030,PROD-033,8,2,4,52
BST-030,PROD-034,13,0,4,52
BST-030,PROD-035,39,3,4,52
BST-031,PROD-001,19,1,6,168
BST-031,PROD-002,63,5,8,217
BST-031,PROD-003,4,0,4,119
BST-031,PROD-004,23,1,5,144
BST-031,PROD-005,0,0,6,178
BST-031,PROD-006,30,5,6,158
BST-031,PROD-007,11,0,5,144
BST-031,PROD-008,17,5,4,119
BST-031,PROD-009,7,2,5,133
BST-031,PROD-010,10,5,4,52
BST-031,PROD-011,6,5,4,60
BST-031,PROD-012,23,1,4,74
BST-031,PROD-013,19,2,4,74
BST-031,PROD-014,19,0,4,94
BST-031,PROD-015,15,0,4,52
BST-031,PROD-016,6,3,4,52
BST-031,PROD-017,13,5,4,52
BST-031,PROD-018,6,0,4,52
BST-031,PROD-019,11,0,8,242
BST-031,PROD-020,16,3,11,301
BST-031,PROD-021,57,1,8,217
BST-031,PROD-022,39,1,6,168
BST-031,PROD-023,22,2,5,144
BST-031,PROD-024,31,4,4,119
BST-031,PROD-025,16,4,4,74
BST-031,PROD-026,8,4,4,60
BST-031,PROD-027,14,5,4,52
BST-031,PROD-028,10,4,4,52
BST-031,PROD-029,18,1,4,52
BST-031,PROD-030,7,4,4,52
BST-031,PROD-031,11,2,4,52
BST-031,PROD-032,16,5,4,52
BST-031,PROD-033,7,3,4,52
BST-031,PROD-034,13,4,4,52
BST-031,PROD-035,39,4,4,52
BST-032,PROD-001,4,1,4,126
BST-032,PROD-002,20,4,6,161
BST-032,PROD-003,2,2,4,88
BST-032,PROD-004,0,0,4,105
BST-032,PROD-005,0,0,5,133
BST-032,PROD-006,0,0,4,116
BST-032,PROD-007,18,2,4,105
BST-032,PROD-008,12,2,4,88
BST-032,PROD-009,15,2,4,98
BST-032,PROD-010,14,0,4,52
BST-032,PROD-011,5,1,4,52
BST-032,PROD-012,16,4,4,52
BST-032,PROD-013,16,0,4,52
BST-032,PROD-014,11,0,4,70
BST-032,PROD-015,11,2,4,52
BST-032,PROD-016,17,0,4,52
BST-032,PROD-017,13,1,4,52
BST-032,PROD-018,7,4,4,52
BST-032,PROD-019,13,4,6,178
BST-032,PROD-020,43,4,8,224
BST-032,PROD-021,34,0,6,161
BST-032,PROD-022,28,5,4,126
BST-032,PROD-023,22,0,4,105
BST-032,PROD-024,26,2,4,88
BST-032,PROD-025,7,0,4,52
BST-032,PROD-026,16,3,4,52
BST-032,PROD-027,14,1,4,52
BST-032,PROD-028,11,2,4,52
BST-032,PROD-029,3,2,4,52
BST-032,PROD-030,12,4,4,52
BST-032,PROD-031,7,2,4,52
BST-032,PROD-032,11,2,4,52
BST-032,PROD-033,9,2,4,52
BST-032,PROD-034,13,0,4,52
BST-032,PROD-035,39,5,4,52
BST-033,PROD-001,42,3,11,298
BST-033,PROD-002,68,1,14,382
BST-033,PROD-003,28,0,8,214
BST-033,PROD-004,14,1,9,256
BST-033,PROD-005,65,0,11,318
BST-033,PROD-006,0,0,10,276
BST-033,PROD-007,53,0,9,256
BST-033,PROD-008,59,1,8,214
BST-033,PROD-009,70,4,8,234
BST-033,PROD-010,22,5,4,84
BST-033,PROD-011,24,4,4,105
BST-033,PROD-012,31,0,5,126
BST-033,PROD-013,6,1,5,126
BST-033,PROD-014,28,4,6,172
BST-033,PROD-015,22,5,4,84
BST-033,PROD-016,20,2,4,63
BST-033,PROD-017,5,0,4,52
BST-033,PROD-018,6,3,4,52
BST-033,PROD-019,20,0,15,424
BST-033,PROD-020,27,5,19,532
BST-033,PROD-021,84,5,14,382
BST-033,PROD-022,54,5,11,298
BST-033,PROD-023,68,5,9,256
BST-033,PROD-024,33,1,8,214
BST-033,PROD-025,17,3,5,126
BST-033,PROD-026,21,5,4,105
BST-033,PROD-027,26,1,4,84
BST-033,PROD-028,15,0,4,84
BST-033,PROD-029,10,0,4,63
BST-033,PROD-030,13,4,4,84
BST-033,PROD-031,7,5,4,52
BST-033,PROD-032,7,0,4,52
BST-033,PROD-033,8,4,4,52
BST-033,PROD-034,13,1,4,52
BST-033,PROD-035,39,2,4,52
BST-034,PROD-001,51,4,12,329
BST-034,PROD-002,69,4,15,424
BST-034,PROD-003,37,4,8,234
BST-034,PROD-004,37,4,10,284
BST-034,PROD-005,0,0,13,354
BST-034,PROD-006,28,1,11,308
BST-034,PROD-007,42,5,10,284
BST-034,PROD-008,44,0,8,234
BST-034,PROD-009,48,4,9,259
BST-034,PROD-010,30,4,4,94
BST-034,PROD-011,21,2,4,119
BST-034,PROD-012,18,3,5,140
BST-034,PROD-013,36,2,5,140
BST-034,PROD-014,26,2,7,189
BST-034,PROD-015,14,2,4,94
BST-034,PROD-016,24,1,4,70
BST-034,PROD-017,15,0,4,52
BST-034,PROD-018,18,1,4,52
BST-034,PROD-019,39,3,17,472
BST-034,PROD-020,19,2,21,588
BST-034,PROD-021,97,2,15,424
BST-034,PROD-022,74,5,12,329
BST-034,PROD-023,66,3,10,284
BST-034,PROD-024,13,4,8,234
BST-034,PROD-025,27,4,5,140
BST-034,PROD-026,22,3,4,119
BST-034,PROD-027,12,1,4,94
BST-034,PROD-028,23,0,4,94
BST-034,PROD-029,8,5,4,70
BST-034,PROD-030,23,1,4,94
BST-034,PROD-031,7,0,4,52
BST-034,PROD-032,13,2,4,52
BST-034,PROD-033,5,2,4,52
BST-034,PROD-034,17,0,4,52
BST-034,PROD-035,39,1,4,52
BST-035,PROD-001,33,1,4,112
BST-035,PROD-002,17,4,5,144
BST-035,PROD-003,24,1,4,80
BST-035,PROD-004,0,0,4,94
BST-035,PROD-005,0,0,4,119
BST-035,PROD-006,0,0,4,105
BST-035,PROD-007,14,1,4,94
BST-035,PROD-008,21,0,4,80
BST-035,PROD-009,20,3,4,88
BST-035,PROD-010,14,4,4,52
BST-035,PROD-011,18,5,4,52
BST-035,PROD-012,9,4,4,52
BST-035,PROD-013,4,4,4,52
BST-035,PROD-014,0,0,4,63
BST-035,PROD-015,9,4,4,52
BST-035,PROD-016,15,3,4,52
BST-035,PROD-017,13,4,4,52
BST-035,PROD-018,10,3,4,52
BST-035,PROD-019,12,3,6,161
BST-035,PROD-020,28,2,7,200
BST-035,PROD-021,31,4,5,144
BST-035,PROD-022,33,4,4,112
BST-035,PROD-023,14,0,4,94
BST-035,PROD-024,14,5,4,80
BST-035,PROD-025,8,0,4,52
BST-035,PROD-026,17,1,4,52
BST-035,PROD-027,4,3,4,52
BST-035,PROD-028,8,1,4,52
BST-035,PROD-029,16,0,4,52
BST-035,PROD-030,17,3,4,52
BST-035,PROD-031,12,4,4,52
BST-035,PROD-032,8,4,4,52
BST-035,PROD-033,13,1,4,52
BST-035,PROD-034,13,0,4,52
BST-035,PROD-035,39,0,4,52
BST-036,PROD-001,28,2,7,192
BST-036,PROD-002,39,0,9,248
BST-036,PROD-003,18,1,5,136
BST-036,PROD-004,30,0,6,164
BST-036,PROD-005,27,0,7,206
BST-036,PROD-006,0,0,6,178
BST-036,PROD-007,13,3,6,164
BST-036,PROD-008,12,5,5,136
BST-036,PROD-009,21,4,5,150
BST-036,PROD-010,6,2,4,56
BST-036,PROD-011,21,4,4,70
BST-036,PROD-012,27,3,4,84
BST-036,PROD-013,13,5,4,84
BST-036,PROD-014,19,0,4,108
BST-036,PROD-015,10,1,4,56
BST-036,PROD-016,10,3,4,52
BST-036,PROD-017,6,3,4,52
BST-036,PROD-018,16,3,4,52
BST-036,PROD-019,16,1,10,273
BST-036,PROD-020,82,5,12,343
BST-036,PROD-021,48,5,9,248
BST-036,PROD-022,20,5,7,192
BST-036,PROD-023,42,5,6,164
BST-036,PROD-024,18,0,5,136
BST-036,PROD-025,24,4,4,84
BST-036,PROD-026,7,4,4,70
BST-036,PROD-027,9,1,4,56
BST-036,PROD-028,19,3,4,56
BST-036,PROD-029,7,1,4,52
BST-036,PROD-030,16,4,4,56
BST-036,PROD-031,14,2,4,52
BST-036,PROD-032,17,5,4,52
BST-036,PROD-033,13,4,4,52
BST-036,PROD-034,13,0,4,52
BST-036,PROD-035,39,2,4,52
BST-037,PROD-001,18,5,7,206
BST-037,PROD-002,61,3,9,266
BST-037,PROD-003,19,5,5,147
BST-037,PROD-004,0,0,6,178
BST-037,PROD-005,22,3,8,220
BST-037,PROD-006,1,1,7,192
BST-037,PROD-007,13,2,6,178
BST-037,PROD-008,36,2,5,147
BST-037,PROD-009,43,1,6,161
BST-037,PROD-010,15,2,4,60
BST-037,PROD-011,17,0,4,74
BST-037,PROD-012,21,5,4,88
BST-037,PROD-013,5,4,4,88
BST-037,PROD-014,9,0,4,119
BST-037,PROD-015,6,3,4,60
BST-037,PROD-016,18,0,4,52
BST-037,PROD-017,7,3,4,52
BST-037,PROD-018,12,3,4,52
BST-037,PROD-019,43,2,10,294
BST-037,PROD-020,0,0,13,368
BST-037,PROD-021,43,3,9,266
BST-037,PROD-022,11,2,7,206
BST-037,PROD-023,37,0,6,178
BST-037,PROD-024,9,3,5,147
BST-037,PROD-025,28,2,4,88
BST-037,PROD-026,18,1,4,74
BST-037,PROD-027,15,2,4,60
BST-037,PROD-028,8,1,4,60
BST-037,PROD-029,9,5,4,52
BST-037,PROD-030,13,3,4,60
BST-037,PROD-031,7,0,4,52
BST-037,PROD-032,13,4,4,52
BST-037,PROD-033,10,0,4,52
BST-037,PROD-034,13,5,4,52
BST-037,PROD-035,39,5,4,52
BST-038,PROD-001,12,2,5,144
BST-038,PROD-002,32,4,7,186
BST-038,PROD-003,17,0,4,102
BST-038,PROD-004,0,0,4,122
BST-038,PROD-005,0,0,5,154
BST-038,PROD-006,0,0,5,133
BST-038,PROD-007,19,4,4,122
BST-038,PROD-008,0,0,4,102
BST-038,PROD-009,20,4,4,112
BST-038,PROD-010,4,4,4,52
BST-038,PROD-011,17,1,4,52
BST-038,PROD-012,4,4,4,63
BST-038,PROD-013,9,5,4,63
BST-038,PROD-014,12,1,4,80
BST-038,PROD-015,4,0,4,52
BST-038,PROD-016,10,2,4,52
BST-038,PROD-017,13,4,4,52
BST-038,PROD-018,4,1,4,52
BST-038,PROD-019,50,1,7,206
BST-038,PROD-020,24,1,9,256
BST-038,PROD-021,36,5,7,186
BST-038,PROD-022,6,1,5,144
BST-038,PROD-023,15,2,4,122
BST-038,PROD-024,3,0,4,102
BST-038,PROD-025,9,0,4,63
BST-038,PROD-026,18,5,4,52
BST-038,PROD-027,12,2,4,52
BST-038,PROD-028,11,5,4,52
BST-038,PROD-029,10,4,4,52
BST-038,PROD-030,6,4,4,52
BST-038,PROD-031,7,4,4,52
BST-038,PROD-032,12,5,4,52
BST-038,PROD-033,17,2,4,52
BST-038,PROD-034,13,3,4,52
BST-038,PROD-035,39,5,4,52
BST-039,PROD-001,40,5,9,259
BST-039,PROD-002,48,3,12,332
BST-039,PROD-003,23,1,7,186
BST-039,PROD-004,34,1,8,220
BST-039,PROD-005,12,1,10,276
BST-039,PROD-006,3,3,8,242
BST-039,PROD-007,35,3,8,220
BST-039,PROD-008,58,0,7,186
BST-039,PROD-009,41,2,7,203
BST-039,PROD-010,7,2,4,74
BST-039,PROD-011,28,4,4,91
BST-039,PROD-012,28,1,4,112
BST-039,PROD-013,11,3,4,112
BST-039,PROD-014,13,3,5,147
BST-039,PROD-015,14,3,4,74
BST-039,PROD-016,17,3,4,56
BST-039,PROD-017,6,4,4,52
BST-039,PROD-018,11,4,4,52
BST-039,PROD-019,98,3,13,371
BST-039,PROD-020,80,4,16,462
BST-039,PROD-021,70,1,12,332
BST-039,PROD-022,23,5,9,259
BST-039,PROD-023,23,3,8,220
BST-039,PROD-024,43,1,7,186
BST-039,PROD-025,26,1,4,112
BST-039,PROD-026,28,4,4,91
BST-039,PROD-027,7,5,4,74
BST-039,PROD-028,16,0,4,74
BST-039,PROD-029,18,2,4,56
BST-039,PROD-030,5,3,4,74
BST-039,PROD-031,7,2,4,52
BST-039,PROD-032,7,2,4,52
BST-039,PROD-033,15,2,4,52
BST-039,PROD-034,13,4,4,52
BST-039,PROD-035,39,4,4,52
BST-040,PROD-001,33,1,8,214
BST-040,PROD-002,62,0,10,276
BST-040,PROD-003,23,0,5,154
BST-040,PROD-004,14,3,6,182
BST-040,PROD-005,0,0,8,228
BST-040,PROD-006,34,4,7,200
BST-040,PROD-007,29,1,6,182
BST-040,PROD-008,48,1,5,154
BST-040,PROD-009,38,1,6,168
BST-040,PROD-010,17,5,4,60
BST-040,PROD-011,16,0,4,77
BST-040,PROD-012,28,1,4,91
BST-040,PROD-013,7,0,4,91
BST-040,PROD-014,29,4,4,122
BST-040,PROD-015,13,5,4,60
BST-040,PROD-016,17,5,4,52
BST-040,PROD-017,15,1,4,52
BST-040,PROD-018,13,1,4,52
BST-040,PROD-019,72,3,11,304
BST-040,PROD-020,22,5,14,382
BST-040,PROD-021,17,4,10,276
BST-040,PROD-022,35,0,8,214
BST-040,PROD-023,31,5,6,182
BST-040,PROD-024,39,2,5,154
BST-040,PROD-025,23,3,4,91
BST-040,PROD-026,26,5,4,77
BST-040,PROD-027,20,0,4,60
BST-040,PROD-028,7,5,4,60
BST-040,PROD-029,14,1,4,52
BST-040,PROD-030,15,3,4,60
BST-040,PROD-031,12,3,4,52
BST-040,PROD-032,13,3,4,52
BST-040,PROD-033,8,4,4,52
BST-040,PROD-034,13,1,4,52
BST-040,PROD-035,39,1,4,52
BST-041,PROD-001,8,0,7,206
BST-041,PROD-002,75,1,9,266
BST-041,PROD-003,32,0,5,147
BST-041,PROD-004,10,2,6,178
BST-041,PROD-005,15,0,8,224
BST-041,PROD-006,35,4,7,192
BST-041,PROD-007,9,4,6,178
BST-041,PROD-008,39,5,5,147
BST-041,PROD-009,32,0,6,164
BST-041,PROD-010,3,2,4,60
BST-041,PROD-011,11,1,4,74
BST-041,PROD-012,14,3,4,88
BST-041,PROD-013,19,2,4,88
BST-041,PROD-014,20,2,4,119
BST-041,PROD-015,8,5,4,60
BST-041,PROD-016,9,4,4,52
BST-041,PROD-017,18,5,4,52
BST-041,PROD-018,18,4,4,52
BST-041,PROD-019,81,1,11,298
BST-041,PROD-020,95,5,13,371
BST-041,PROD-021,75,0,9,266
BST-041,PROD-022,33,4,7,206
BST-041,PROD-023,25,4,6,178
BST-041,PROD-024,38,1,5,147
BST-041,PROD-025,17,3,4,88
BST-041,PROD-026,4,0,4,74
BST-041,PROD-027,14,4,4,60
BST-041,PROD-028,14,3,4,60
BST-041,PROD-029,14,2,4,52
BST-041,PROD-030,5,2,4,60
BST-041,PROD-031,11,0,4,52
BST-041,PROD-032,15,2,4,52
BST-041,PROD-033,13,4,4,52
BST-041,PROD-034,13,1,4,52
BST-041,PROD-035,39,5,4,52
BST-042,PROD-001,31,3,10,280
BST-042,PROD-002,37,3,13,360
BST-042,PROD-003,22,5,7,200
BST-042,PROD-004,45,0,9,242
BST-042,PROD-005,45,4,11,301
BST-042,PROD-006,0,0,9,262
BST-042,PROD-007,55,1,9,242
BST-042,PROD-008,14,2,7,200
BST-042,PROD-009,35,5,8,220
BST-042,PROD-010,22,1,4,80
BST-042,PROD-011,30,3,4,102
BST-042,PROD-012,20,4,4,119
BST-042,PROD-013,38,3,4,119
BST-042,PROD-014,27,4,6,161
BST-042,PROD-015,14,5,4,80
